Category Name,Subcategory Name,Second-level Subcategory Name,Product Name
Инженерные системы,Канализация,Трубы для наружной канализации,"Труба канализационная наружная Sinikon SN4 d=160х4,2х2000 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Отвод наружный Sinikon, d=110 мм, 45 градусов"
Инженерные системы,Канализация,Трубы для наружной канализации,"Заглушка наружная Sinikon, d=160 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,Кольцо резиновое (два лепестка) d=110 мм для канализационного соединения
Инженерные системы,Канализация,Трубы для наружной канализации,"Ревизия наружная Sinikon, d=110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,Кольцо резиновое (два лепестка) d=50 мм для канализационного соединения
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная надвижная (ремонтная) Sinikon, d=110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная надвижная (ремонтная) Sinikon, d=160 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная Sinikon переходная короткая Sinikon, d=160х110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Труба канализационная наружная Sinikon SN4 d=110х3,4х3000 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Труба канализационная наружная Sinikon SN4 d=110х3,4х2000 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Ревизия наружная Sinikon, d=110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,Кольцо резиновое (два лепестка) d=50 мм для канализационного соединения
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная надвижная (ремонтная) Sinikon, d=110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная надвижная (ремонтная) Sinikon, d=160 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Муфта наружная Sinikon переходная короткая Sinikon, d=160х110 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Труба канализационная наружная Sinikon SN4 d=110х3,4х3000 мм"
Инженерные системы,Канализация,Трубы для наружной канализации,"Труба канализационная наружная Sinikon SN4 d=110х3,4х2000 мм"
Инженерные системы,Канализация,Люки,Люк чугунный тяжелый К
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный средний, черный"
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный легкий, зеленый"
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный легкий, красно-коричневый"
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный легкий, черный"
Инженерные системы,Канализация,Люки,Люк чугунный легкий (К)
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный тяжелый, черный"
Инженерные системы,Канализация,Люки,Люк чугунный дождеприемный тяжелый (ДК)
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный средний, зеленый"
Инженерные системы,Канализация,Люки,"Люк полимерно-песчаный средний, красно-коричневый"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4508, 500х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический 500х80, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый 500х80, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый 350х80, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый 350х80, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Halsen 500х96, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Halsen 500х100, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Halsen 500х100, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Halsen 500х100, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Halsen 500х100, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический 350х80, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Halsen 500х96, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Halsen 500х96, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3306, 350х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3308, 350х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3310, 350х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3312, 350х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3506, 500х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3508, 500х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3512, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4306, 350х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4308, 350х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4310, 350х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4312, 350х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4506, 500х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4510, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4512, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 4 секции"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat,  500х100 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Halsen 500х96, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3510, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 4 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3508, 500х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3512, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4306, 350х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4308, 350х80 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4310, 350х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4312, 350х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4506, 500х80 мм, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4510, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Klip 4512, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Eco, 500х80 мм, 4 секции"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 8 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat,  500х100 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Halsen 500х96, 6 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор алюминиевый Klip 3510, 500х80 мм, 10 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 12 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 4 секций"
Инженерные системы,Системы отопления,Радиаторы отопления,"Радиатор биметаллический Oasis Heat, 500х100 мм, 6 секций"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект для монтажа радиаторов Valfex 1/2"", без кронштейнов"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект термостатический для радиатора Stream Thermo, 1/2"", прямой"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,Кронштейн для радиаторов с дюбелем 7х180 мм (2 шт.)
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект термостатический для радиатора Stream Thermo, 1/2"", угловой"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Кронштейн для радиаторов с дюбелем 7х180 мм, сплющенный (2 шт.)"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,Кронштейн для радиатора угловой универсальный белый (2 шт.)
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Группа безопасности котла 1"", 3бар"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Воздухоотводчик автоматический 1/2"" НР, t=110C, 10бар"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект для монтажа радиаторов Valfex 3/4"", без кронштейнов"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект ручной регулировки для радиатора Altstream, 3/4"", угловой"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,Кронштейн для радиаторов напольный регулируемый h=700/200-500 мм
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект ручной регулировки для радиатора Altstream, 1/2"", угловой"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект для монтажа радиаторов Valfex 1/2"", с 2-мя кронштейнами"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Ключ радиаторный монтажный для пробок и переходников 1""-1/2""-1 1/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Ниппель для сборки секций радиатора 1"", кадмированный"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,Ключ для сборки и разборки радиаторов Т-образный
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Воздухоотводчик ручной (кран Маевского) 1/2"" НР, t=110C, 10бар"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Прокладка паронитовая межсекционная к ниппелю, 1"", 40х32 мм (4 шт.)"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Воздухоотводчик ручной (кран Маевского) 3/4"" НР, t=110C, 10бар"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Термоголовка жидкостная М30х1,5 мм"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект для монтажа радиаторов Valfex 3/4"", с 2-мя кронштейнами"
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан ручной регулировки для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан термостатический для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, прямой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, прямой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, угловой, 1/2"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Клапан запорный для радиатора, угловой, 3/4"""
Инженерные системы,Системы отопления,Комплектующие для радиаторов,"Комплект для монтажа радиаторов Valfex 3/4"", с 2-мя кронштейнами"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 600х600 мм, белая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 900х600 мм, белая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 1200х600 мм, бежевая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 1200х600 мм, белая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 600х600 мм, бежевая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 900х600 мм, бежевая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 1500х600 мм, белая"
Инженерные системы,Системы отопления,Решётки радиаторные,"Решетка радиаторная 1500х600 мм, бежевая"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Труба PE-RT для теплого пола, d=16х2мм, t=90C, 6 бар (бухта-160п.м)"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Труба PE-RT для теплого пола, d=20х2мм, t=90C, 6 бар (бухта-100п.м)"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Шина (планка монтажная) для укладки теплого пола d=16-20 мм, L=0,5 м"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Скоба якорная для крепления теплого пола d=16-20 мм, L=40 мм, (100 шт.)"
Инженерные системы,Системы отопления,Тёплые полы (водяные),Фиксатор поворота на 90 градусов для трубы теплого пола d=16-20 мм
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Труба PE-Xa для теплого пола, d=16х2,2мм, t=90C, 10 бар (бухта-100п.м)"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Труба PE-Xa для теплого пола, d=20х2,8мм, t=90C, 10 бар (бухта-100п.м)"
Инженерные системы,Системы отопления,Тёплые полы (водяные),"Труба PE-RT для теплого пола, d=16х2мм, t=90C, 6 бар (бухта-200 п.м)"
Инженерные системы,Системы отопления,Бытовые водонагреватели,"Водонагреватель накопительный Thermex TitaniumHeat 30 V Slim, 30 л"
Инженерные системы,Системы отопления,Бытовые водонагреватели,"Водонагреватель накопительный Thermex TitaniumHeat 80 V, 80 л"
Инженерные системы,Системы отопления,Бытовые водонагреватели,"Водонагреватель накопительный Thermex N 10 O, 10 л"
Инженерные системы,Системы отопления,Бытовые водонагреватели,"Водонагреватель накопительный Edisson ER 30 V, 30 л"
Инженерные системы,Системы отопления,Бытовые водонагреватели,"Водонагреватель накопительный Edisson ER 80 V, 80 л"
Инженерные системы,Системы отопления,Бытовые водонагреватели,Водонагреватель проточный Thermex Oscar 3500 с душ. лейкой и краном
Инженерные системы,Системы отопления,Теплоносители,"Теплоноситель на основе этиленгликоля, -65°C (20 кг)"
Инженерные системы,Системы отопления,Теплоносители,"Теплоноситель на основе пропиленгликоля, -30°C (20 кг)"
Инженерные системы,Дренажные системы,Дренажные трубы,"Труба дренажная SN4 d=110 мм, с фильтром, с перфорацией (50 п.м.)"
Инженерные системы,Дренажные системы,Дренажные трубы,"Труба дренажная SN4 d=160 мм, с фильтром, с перфорацией (50 п.м.)"
Инженерные системы,Дренажные системы,Дренажные трубы,"Труба дренажная SN4 d=110 мм, без фильтра, без перфорации (50 п.м.)"
Инженерные системы,Дренажные системы,Дренажные трубы,"Труба дренажная SN4 d=63 мм, с фильтром, с перфорацией (50 п.м.)"
Инженерные системы,Дренажные системы,Дренажные трубы,"Труба дренажная SN4 d=110 мм, без фильтра, с перфорацией (50 п.м.)"
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Тройник для дренажных гофрированных труб d=160х160 мм 90 градусов
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Муфта d=150 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Переходник для дренажных гофрированных труб d=160х110 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Муфта соединительная для дренажных гофрированных труб d=160 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Отвод для дренажных гофрированных труб d=110мм 90 градусов
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Муфта соединительная для дренажных гофрированных труб d=110 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Заглушка для дренажных гофрированных труб d=160 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Муфта d=100 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Тройник для дренажных гофрированных труб d=110х110 мм 90 градусов
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Заглушка для дренажных гофрированных труб d=110 мм
Инженерные системы,Дренажные системы,"Дренажные муфты, заглушки и тройники",Отвод для дренажных гофрированных труб d=160мм 90 градусов
Инженерные системы,Дренажные системы,Дренажные колодцы,"Колодец дренажный d=315/276х1500 мм, три отвода 110 мм, дно и крышка"
Инженерные системы,Дренажные системы,Дренажные колодцы,"Колодец дренажный d=315/276х1000 мм, три отвода 110 мм, дно и крышка"
Инженерные системы,Дренажные системы,Трубы асбестоцементные,"Труба асбестоцементная, d=100 мм (3,95 м)"
Инженерные системы,Дренажные системы,Трубы асбестоцементные,"Труба асбестоцементная, d=150 мм (3,95 м)"
Инженерные системы,Дренажные системы,Геоматериалы,"Геотекстиль нетканный термоскрепленный, плотность 100 г/м² (1х70 м)"
Инженерные системы,Дренажные системы,Геоматериалы,"Геотекстиль нетканный термоскрепленный, плотность 80 г/м² (1х70 м)"
Инженерные системы,Дренажные системы,Геоматериалы,"Геотекстиль нетканный иглопробивной, плотность 150 г/м² (2х50 м)"
Инженерные системы,Дренажные системы,Геоматериалы,"Геотекстиль нетканный иглопробивной, плотность 200 г/м² (2х50 м)"
Инженерные системы,Дренажные системы,Геоматериалы,"Геотекстиль нетканный иглопробивной, плотность 300 г/м² (2х50 м)"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Пушка тепловая газовая Ballu BHG-15LS, с вилкой, 15 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu SOLO TURBO, ножки, без кронштейна, 1 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu SOLO TURBO, ножки, без кронштейна, 1,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu SOLO TURBO, ножки, без кронштейна, 2 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Радиатор Ballu масляный, 7 секций, 1,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Пушка тепловая Ballu Prorab BHP-P2-3 (BHP-P-3), с вилкой,3 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Пушка тепловая Ballu Prorab BHP-P2-5 (BHP-P-5), б/вилки, 4,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Радиатор масляный Ballu, 9 секций, 2 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu, ролики/кронштейн, 1,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu, ролики/кронштейн, 1 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Конвекторный обогреватель Ballu, ролики/кронштейн, 2 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Тепловентилятор Electrolux EFH/S-1115, спиральный, с вилкой, 1,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Тепловентилятор Ballu BFH/S-04, спиральный, с вилкой,2 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Пушка тепловая Ballu BKN-3, металлокерамика, с вилкой, 2,2 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Тепловая пушка TDM Electric, с вилкой, 3 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Тепловая пушка TDM Electric, б/вилки, 5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Радиатор масляный TDM Electric 7 секций 1,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,Радиатор масляный TDM Electric 9 секций 2 кВт
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Радиатор масляный TDM Electric 11 секций 2,5 кВт"
Инженерные системы,Системы обогрева и кондиционирования,Системы обогрева,"Тепловая пушка TDM Electric ТПК-О, с вилкой, 3 кВт"
Крепеж,Такелажный крепеж,Тросы стальные,"Ремень крепления груза с храповиком 1,5-3 т, 6 м, ширина ленты 38 мм"
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М1 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М3 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М8 (100 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 3/5 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М5 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 5/7 (200 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М6 (200 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М10 (100 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М2 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 3/4 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос SWFS DIN3055 М4 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 2/3 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 2/4 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,Трос в оплетке SWFS ПВХ 4/6 (250 м)
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 30 мм, грузоподъёмный (1 т), петлевой (2 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 60 мм, грузоподъёмный (2 т), петлевой (4 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 150 мм, грузоподъёмный (5 т), петлевой (4 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 90 мм, грузоподъёмный (3 т), петлевой (3 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 90 мм, грузоподъёмный (3 т), петлевой (5 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 90 мм, грузоподъёмный (3 т), петлевой (6 м)"
Крепеж,Такелажный крепеж,Тросы стальные,"Строп текстильный 90 мм, грузоподъёмный (3 т), петлевой (6 м)"
Крепеж,Такелажный крепеж,Соединители цепей,Соединитель цепей SWFS М8 (1 шт)
Крепеж,Такелажный крепеж,Соединители цепей,Соединитель цепей SWFS М6 (1 шт)
Крепеж,Такелажный крепеж,Соединители цепей,Соединитель цепей SWFS М6 (50 шт)
