Original_Name,Category,Subcategory,Second_level_Subcategory,roberta_squad,distilbert_sst
"Перфоратор ПОБЕДА П-20/620, SDS+",Инструмент,Электроинструменты,Перфораторы,перфоратор победа п-20/620 sds+,перфоратор победа п-20/620 sds+
Ручной электрический миксер CMI 1350 Вт,Инструмент,Электроинструменты,Миксеры строительные,ручной электрический миксер cmi 1350 вт,ручной электрический миксер cmi 1350 вт
Перфоратор КАЛИБР ЭП-800 (69183) 800 Вт,Инструмент,Электроинструменты,Перфораторы,перфоратор калибр эп-800 (69183) 800 вт,перфоратор калибр эп-800 (69183) 800 вт
Антенна наружная ТВ BAS-1108-P Селена аналоговая,Инструмент,Дом и безопасность,Аудио и видео,антенна наружная тв -p селена аналоговая,антенна наружная тв -p селена аналоговая
Ключ для патрона дрели STAYER 13 мм,Инструмент,Расходные материалы и оснастка,Патроны для дрелей,ключ патрона дрели stayer 13 мм,ключ патрона дрели stayer 13 мм
Угольник алюминиевый ВИХРЬ (73/11/3/4),Инструмент,Измерительные приборы и инструмент,"Угломеры, линейки",угольник алюминиевый вихрь (73/11/3/4),угольник алюминиевый вихрь (73/11/3/4)
"Набор торцевых головок STAYER 10 шт. 4-13 1/4""",Инструмент,Ручной инструмент,Торцевые головки,торцевых головок stayer 10 шт 4-13 1/4,торцевых головок stayer 10 шт 4-13 1/4
Штукатурное правило h-образное «ALUKOMTOOLS h- PLASTER» 200 см,Инструмент,Штукатурно-отделочный инструмент,Правила строительные,штукатурное правило h-образное «alukomtools h- plaster» 200 см,штукатурное правило h-образное «alukomtools h- plaster» 200 см
"Паяльная станция (паяльник + фен), модель R852AD+, LED дисплей REXANT",Инструмент,Сварочное оборудование,Паяльники и аксессуары,паяльная станция (паяльник + фен) + led дисплей rexant,паяльная станция (паяльник + фен) + led дисплей rexant
"Лист шлифовальный ЗУБР р60, 5 шт. 115х280 мм",Инструмент,Штукатурно-отделочный инструмент,Шлифовальные листы,лист шлифовальный зубр р60 5 шт 115х280 мм,лист шлифовальный зубр р60 5 шт 115х280 мм
Кабель PROconnect HDMI 2.0 Gold 15 м,Инструмент,Дом и безопасность,Комплектующие и расходные материалы д. компьютеров,кабель proconnect hdmi 20 gold 15 м,кабель proconnect hdmi 20 gold 15 м
Компрессор Patriot поршневой масляный Professional 24-320,Инструмент,Силовая техника,Компрессоры,компрессор patriot поршневой масляный professional 24-320,компрессор patriot поршневой масляный professional 24-320
Набор отвёрток ВИХРЬ (73/6/2/12),Инструмент,Ручной инструмент,Отвертки,отвёрток вихрь (73/6/2/12),отвёрток вихрь (73/6/2/12)
Правило трапеция «ALUKOMTOOLS-OPTIMAL PLASTER» 200 см,Инструмент,Штукатурно-отделочный инструмент,Правила строительные,правило трапеция «alukomtools-optimal plaster» 200 см,правило трапеция «alukomtools-optimal plaster» 200 см
Зажим ручной ЗУБР универсальный 250 мм,Инструмент,Фиксирующий инструмент,Пружинные зажимы,зажим ручной зубр универсальный 250 мм,зажим ручной зубр универсальный 250 мм
Шпатель профессиональный ЗУБР 80 мм,Инструмент,Штукатурно-отделочный инструмент,Шпатели,шпатель профессиональный зубр 80 мм,шпатель профессиональный зубр 80 мм
Бур SDS-PLUS STAYER 12х460 мм,Инструмент,Расходные материалы и оснастка,Буры и зубила,бур sds-plus stayer 12х460 мм,бур sds-plus stayer 12х460 мм
Лазерный нивелир KRAFTOOL LL360 #3,Инструмент,Измерительные приборы и инструмент,Лазерные уровни,лазерный нивелир kraftool #3,лазерный нивелир kraftool #3
Шпатель фасадный ИНТЕК 80 мм,Инструмент,Штукатурно-отделочный инструмент,Шпатели,шпатель фасадный интек 80 мм,шпатель фасадный интек 80 мм
Дрель-шуруповерт аккумуляторная ВИХРЬ ДА-18Л-2КА 18 В,Инструмент,Электроинструменты,Дрели-шуруповерты,дрель-шуруповерт аккумуляторная вихрь да-18л-2ка 18 в,дрель-шуруповерт аккумуляторная вихрь да-18л-2ка 18 в
Правило трапеция «ALUKOMTOOLS-OPTIMAL PLASTER» 250 см,Инструмент,Штукатурно-отделочный инструмент,Правила строительные,правило трапеция «alukomtools-optimal plaster» 250 см,правило трапеция «alukomtools-optimal plaster» 250 см
"Нож универсальный OLFA + Лезвие 25 мм, 5 шт.",Инструмент,Ручной инструмент,Ножи строительные и ножницы,нож универсальный olfa + лезвие 25 мм 5 шт,нож универсальный olfa + лезвие 25 мм 5 шт
Построитель плоскостей лазерный Ресанта ПЛ-3Х360ШС Green,Инструмент,Измерительные приборы и инструмент,Лазерные рулетки и дальномеры,построитель плоскостей лазерный ресанта пл-3х360шс green,построитель плоскостей лазерный ресанта пл-3х360шс green
Ключ гаечный ЗУБР 6-24 мм 8 шт.,Инструмент,Ручной инструмент,Ключи,ключ гаечный зубр 6-24 мм 8 шт,ключ гаечный зубр 6-24 мм 8 шт
Зажим ручной ЗУБР универсальный 180 мм,Инструмент,Фиксирующий инструмент,Пружинные зажимы,зажим ручной зубр универсальный 180 мм,зажим ручной зубр универсальный 180 мм
Рубанок электрический ELITECH Р 110 1000 Вт,Инструмент,Электроинструменты,Электрорубанки,рубанок электрический elitech р 110 1000 вт,рубанок электрический elitech р 110 1000 вт
"Металический стеллаж МС-264Р (200х100х60 см), 4 полки, цвет светло-серый",Инструмент,Хранение инструмента и рабочее место,Металлические стеллажи,металический стеллаж мс-264р (200х100х60 см) 4 полки цвет светло-серый,металический стеллаж мс-264р (200х100х60 см) 4 полки цвет светло-серый
Гайковерт аккумуляторный WORX WX272.9 20В без АКБ и ЗУ,Инструмент,Электроинструменты,Гайковерты,гайковерт аккумуляторный worx 9 20в без акб и зу,гайковерт аккумуляторный worx 9 20в без акб и зу
Фен технический РЕСАНТА ФЭ-2000ЭК (75/2/2) 2000 Вт,Инструмент,Электроинструменты,Строительные фены,фен технический ресанта фэ-2000эк (75/2/2) 2000 вт,фен технический ресанта фэ-2000эк (75/2/2) 2000 вт
Щиток защитный лицевой СВОНА Щит 230.1 1F НБТ-02,Инструмент,Спецодежда и средства индивидуальной защиты,Верхняя защитная одежда,щиток защитный лицевой свона щит 2301 1f нбт-02,щиток защитный лицевой свона щит 2301 1f нбт-02
Пила дисковая ЗУБР Профессионал ПДП-65 1600 Вт,Инструмент,Электрические пилы,Циркулярные пилы,пила дисковая зубр профессионал пдп-65 1600 вт,пила дисковая зубр профессионал пдп-65 1600 вт
"Мойка высокого давления Karcher K 5 Power Control 2,1 кВт 145 бар 500 л/ч",Инструмент,Профессиональный инструмент,Профессиональные мойки высокого давления,мойка высокого давления karcher k 5 power control 21 квт 145 бар 500 л/ч,мойка высокого давления karcher k 5 power control 21 квт 145 бар 500 л/ч
Набор отвёрток с насадками ЗУБР 129 шт.,Инструмент,Ручной инструмент,Наборы инструментов,отвёрток с насадками зубр 129 шт,отвёрток с насадками зубр 129 шт
Уровень магнитный ЗУБР 600 мм,Инструмент,Измерительные приборы и инструмент,Уровни строительные,уровень магнитный зубр 600 мм,уровень магнитный зубр 600 мм
"Бокорезы мини 120мм никелированные, авторазжим REXANT 12-4602",Инструмент,Ручной инструмент,Бокорезы и кусачки,бокорезы мини 120мм никелированные авторазжим rexant 12-4602,бокорезы мини 120мм никелированные авторазжим rexant 12-4602
"Лезвие запасное KRAFTOOL универсальное 13 сегментов 9 мм, 10 шт.",Инструмент,Ручной инструмент,Ножи строительные и ножницы,лезвие запасное kraftool универсальное 13 сегментов 9 мм 10 шт,лезвие запасное kraftool универсальное 13 сегментов 9 мм 10 шт
Смазка для редукторов молибденовая PATRIOT Arsenal AR-417 100 г,Сад и досуг,Аксессуары для садовой техники,Масла и смазки,смазка редукторов молибденовая patriot arsenal 100 г,смазка редукторов молибденовая patriot arsenal 100 г
"Посадочный конус GARDEN SHOW 17,5х11х2см",Сад и досуг,Садовые инструменты,Инструменты для посадки растений ,посадочный конус garden show 175х11х2см,посадочный конус garden show 175х11х2см
Стул садовый  из текстилена Alwood 88х56х60 см,Сад и досуг,Садовая мебель,Стулья садовые,стул садовый из текстилена alwood 88х56х60 см,стул садовый из текстилена alwood 88х56х60 см
Ловушка от тараканов Чистый Дом усиленное действие 6 шт,Сад и досуг,Средства от насекомых и грызунов,Средства от тараканов,ловушка от тараканов чистый дом усиленное действие 6 шт,ловушка от тараканов чистый дом усиленное действие 6 шт
Рыхлитель LUX-TOOLS 320 мм,Сад и досуг,Садовые инструменты,Корнеудалители садовые ,рыхлитель lux-tools 320 мм,рыхлитель lux-tools 320 мм
Газонокосилка бензиновая KATANA KL-56AS PRO 6 лс 56 см MBK0027830,Сад и досуг,Садовая техника,Газонокосилки,газонокосилка бензиновая katana kl-56as pro 6 лс 56 см,газонокосилка бензиновая katana kl-56as pro 6 лс 56 см
Аккумуляторная пила цепная DAEWOO DACS 821Li SET c АКБ и ЗУ,Сад и досуг,Садовая техника,Аккумуляторная садовая техника,аккумуляторная пила цепная daewoo dacs 821li set c акб и зу,аккумуляторная пила цепная daewoo dacs 821li set c акб и зу
Растение Земляника средние сорта ПОИСК  Р9,Сад и досуг,Саженцы и рассада,Плодовые деревья и кустарники,растение земляника средние сорта поиск р9,растение земляника средние сорта поиск р9
"Спонж для лица Банные штучки водоросли 9х1,5 см",Сад и досуг,Товары для бани и сауны,Банные принадлежности,спонж лица банные штучки водоросли 9х15 см,спонж лица банные штучки водоросли 9х15 см
Растение Вишня колоновидная микс С10 Н100,Сад и досуг,Саженцы и рассада,Плодовые деревья и кустарники,растение вишня колоновидная микс с10 н100,растение вишня колоновидная микс с10 н100
Средство защитное от муравьев Зеленая Аптека Садовода ГРОМ-2 10 г,Сад и досуг,Средства от насекомых и грызунов,Средства от муравьев,средство защитное от муравьев зеленая аптека садовода гром-2 10 г,средство защитное от муравьев зеленая аптека садовода гром-2 10 г
Раcтение Драцена Маргината 3СТ Биколор D24 H120,Сад и досуг,Саженцы и рассада,Травянистые многолетники,раcтение драцена маргината 3ст биколор,раcтение драцена маргината 3ст биколор
Масло моторное HUTER 10W-40 полусинтетическое 1 л,Сад и досуг,Аксессуары для садовой техники,Масла и смазки,масло моторное huter 10w-40 полусинтетическое 1 л,масло моторное huter 10w-40 полусинтетическое 1 л
Смесь сидератов АгроСидсТрейд Вика-Рожь 1 кг,Сад и досуг,Семена,Семена сидератов,смесь сидератов агросидстрейд вика-рожь 1 кг,смесь сидератов агросидстрейд вика-рожь 1 кг
Матрас надувной King cool Bestway 161х84,Сад и досуг,Бассейны для дачи,Детские бассейны и товары для плавания,матрас надувной king cool bestway 161х84,матрас надувной king cool bestway 161х84
Перчатка для гриля Forester 30x20x3 см,Сад и досуг,Барбекю для дачи,Фартуки и прихватки,перчатка гриля forester 30x20x3 см,перчатка гриля forester 30x20x3 см
Оффлайн спирали Комарофф Длительно коробка 10 шт,Сад и досуг,Средства от насекомых и грызунов,Средства от комаров,оффлайн спирали комарофф длительно коробка 10 шт,оффлайн спирали комарофф длительно коробка 10 шт
Спрей от насекомых NETTRIX для детей 100 мл,Сад и досуг,Средства от насекомых и грызунов,Средства от комаров,спрей от насекомых nettrix детей 100 мл,спрей от насекомых nettrix детей 100 мл
"Укрывной материал Агротекс Сад 90 г/кв. м 1,6x50 м",Сад и досуг,Уход за растениями,Укрывной материал для растений,укрывной материал агротекс сад 90 г/кв м 16x50 м,укрывной материал агротекс сад 90 г/кв м 16x50 м
Универсальное средство для биотуалетов Добрый помощник 50 л,Сад и досуг,Обустройство сада,Биотуалеты и биопрепараты,универсальное средство биотуалетов добрый помощник 50 л,универсальное средство биотуалетов добрый помощник 50 л
Коптильня двухъярусная с гидрозатвором Grillux Smoky Proof BLACK,Сад и досуг,Барбекю для дачи,Коптильни,коптильня двухъярусная с гидрозатвором grillux smoky proof black,коптильня двухъярусная с гидрозатвором grillux smoky proof black
Растение Роза эконом микс C1 H37 см,Сад и досуг,Саженцы и рассада,Садовые цветы,растение роза эконом микс см,растение роза эконом микс см
Минипарник для рассады 40 см (12 ячеек) зеленый,Сад и досуг,Выращивание рассады,Парники для рассады,минипарник рассады 40 см (12 ячеек) зеленый,минипарник рассады 40 см (12 ячеек) зеленый
Скоба GARDEN SHOW сталь 15х20х5 см серебряная,Сад и досуг,Уход за растениями,Опоры для растений и кустодержатели,скоба garden show сталь 15х20х5 см серебряная,скоба garden show сталь 15х20х5 см серебряная
"Укрытие зимнее чехол для кустарников мини спанбонд 55г/м2, h=1,0м, d=0,7м,  конус(1шт/упак)",Сад и досуг,Уход за растениями,Укрывной материал для растений,укрытие зимнее чехол кустарников мини спанбонд 55г/м2 h=10м d=07м конус(1шт/),укрытие зимнее чехол кустарников мини спанбонд 55г/м2 h=10м d=07м конус(1шт/)
Удобрение для роста и приживаемости всех культур МИКОРАЙЗ 5 таблеток,Сад и досуг,Выращивание рассады,Стимуляторы роста ,удобрение роста и приживаемости всех культур микорайз 5 таблеток,удобрение роста и приживаемости всех культур микорайз 5 таблеток
"Игровой центр Bestway Wild West 2,6х2х1,4 м",Сад и досуг,Детские товары для спорта и отдыха,Игровые площадки,игровой центр bestway wild west 26х2х14 м,игровой центр bestway wild west 26х2х14 м
Корзина ГазонCity 30 см пластик зеленый внутренний контейнер для земли,Сад и досуг,Горшки и подставки для растений,Аксессуары для цветочных горшков,корзина газонcity 30 см пластик зеленый внутренний контейнер земли,корзина газонcity 30 см пластик зеленый внутренний контейнер земли
Крышка для бака 66х66 см,Сад и досуг,Садовый декор,Пруды и аксессуары,крышка бака 66х66 см,крышка бака 66х66 см
Поверхностный насос дренажный PATRIOT F500D,Сад и досуг,Насосы для воды,Поверхностные насосы,поверхностный насос дренажный patriot,поверхностный насос дренажный patriot
Садовые качели Estivado зеленые,Сад и досуг,Садовая мебель,Мебель для дачи из металла,садовые качели estivado зеленые,садовые качели estivado зеленые
Лопата для снега FINLAND 1243Ч 142 см,Сад и досуг,Садовые инструменты,Лопаты,лопата снега finland 1243ч 142 см,лопата снега finland 1243ч 142 см
Бочка пищевая с герметичной крышкой 40л (480*480*430 мм). арт.АП 552,Сад и досуг,Товары для консервирования,Бочки и бутыли для напитков,бочка пищевая с герметичной крышкой 40л (480*480*430 мм) артап 552,бочка пищевая с герметичной крышкой 40л (480*480*430 мм) артап 552
Садовая фигура Медведь с медвежонком у бочки меда 30 см,Сад и досуг,Садовый декор,Фигуры садовые,садовая фигура медведь с медвежонком у бочки меда 30 см,садовая фигура медведь с медвежонком у бочки меда 30 см
"Катушка для триммера WORX WA0007 2,50 мм",Сад и досуг,Аксессуары для садовой техники,Катушки для триммеров,катушка триммера worx 250 мм,катушка триммера worx 250 мм
Ножницы для травы Plantic P203,Сад и досуг,Садовые инструменты,Ножницы садовые,ножницы травы plantic,ножницы травы plantic
Пила садовая с деревянной рукояткой Sparta 310 мм 230335,Сад и досуг,Садовые инструменты,Пилы садовые,пила садовая с деревянной рукояткой sparta 310 мм 230335,пила садовая с деревянной рукояткой sparta 310 мм 230335
Кусторез электрический МОБИЛ К XHE61 ПРЕМИУМ MBK0028058 710 Вт 61 см,Сад и досуг,Садовая техника,Кусторезы,кусторез электрический мобил к премиум 710 вт 61 см,кусторез электрический мобил к премиум 710 вт 61 см
Набор для выращивания Happy Plant Подсолнух,Сад и досуг,Комнатные растения и цветы,Наборы для выращивания,выращивания happy plant подсолнух,выращивания happy plant подсолнух
Матрас надувной Блестящая Русалка 178х61 см,Сад и досуг,Бассейны для дачи,Детские бассейны и товары для плавания,матрас надувной блестящая русалка 178х61 см,матрас надувной блестящая русалка 178х61 см
Лопата для снега FINLAND Orange 1731Ч 151 см,Сад и досуг,Всё для уборки снега,Лопаты для уборки снега,лопата снега finland orange 1731ч 151 см,лопата снега finland orange 1731ч 151 см
Ножницы для живой изгороди Plantic  Light  L65,Сад и досуг,Садовые инструменты,Ножницы садовые,ножницы живой изгороди plantic light,ножницы живой изгороди plantic light
Регулятор роста корней Щелково Агрохим Коренник 50 г,Сад и досуг,Выращивание рассады,Стимуляторы роста ,регулятор роста корней щелково агрохим коренник 50 г,регулятор роста корней щелково агрохим коренник 50 г
"Инсектицид Актара 0,6 гр",Сад и досуг,Средства от насекомых и грызунов,Средства от тараканов,инсектицид актара 06 гр,инсектицид актара 06 гр
Заборная секция зеленая 1500x2500 мм,Сад и досуг,Заборы,3D заборы,заборная секция зеленая 1500x2500 мм,заборная секция зеленая 1500x2500 мм
Газонокосилка бензиновая самоходная PATRIOT PT 47LS  4.5 л.с 46 см,Сад и досуг,Садовая техника,Газонокосилки,газонокосилка бензиновая самоходная patriot pt 47ls 45 лс 46 см,газонокосилка бензиновая самоходная patriot pt 47ls 45 лс 46 см
Насадка пенная KARCHER K-Parts 1 л,Сад и досуг,Аксессуары для садовой техники,Аксессуары для моек высокого давления,насадка пенная karcher k-parts 1 л,насадка пенная karcher k-parts 1 л
Аэрозоль от клещей Убойная сила Антиклещ 150 мл,Сад и досуг,Товары для спорта и активного отдыха,Средства от комаров и клещей,аэрозоль от клещей убойная сила антиклещ 150 мл,аэрозоль от клещей убойная сила антиклещ 150 мл
"Распылитель, насадка для шланга GARDEN SHOW 13 см",Сад и досуг,Товары для полива,Пистолеты для полива,распылитель насадка шланга garden show 13 см,распылитель насадка шланга garden show 13 см
Кресло Комфорт шоколад,Сад и досуг,Садовая мебель,Стулья садовые,кресло комфорт шоколад,кресло комфорт шоколад
"Набор автомобилиста ""Техосмотр"", STVOL, шт",Автотовары,Автосервис,Автомобильные наборы,автомобилиста техосмотр stvol шт,автомобилиста техосмотр stvol шт
Мастер-ключ 210 мл,Автотовары,Автохимия,Смазки для автомобиля,мастер-ключ 210 мл,мастер-ключ 210 мл
Салфетка микрофибра для стекла Grass Magic Glass 40х50 см,Автотовары,Уход за кузовом,Губки и салфетки для кузова,салфетка микрофибра стекла grass magic glass 40х50 см,салфетка микрофибра стекла grass magic glass 40х50 см
"Ремень с пряжкой 16 мм 0,6 м 2 шт",Автотовары,Перевозка грузов,Стяжные ремни,ремень с пряжкой 16 мм 06 м 2 шт,ремень с пряжкой 16 мм 06 м 2 шт
"Фонарь налобный, трехрежимный, поворотный",Автотовары,Автосервис,Фонари автомобильные,фонарь налобный трехрежимный поворотный,фонарь налобный трехрежимный поворотный
Очиститель салона универсальный,Автотовары,Уход за салоном,Очистители приборной панели,очиститель салона универсальный,очиститель салона универсальный
"Щетка стеклоочистителя Автоприбор б/к, 330 мм",Автотовары,Уход за стеклами,Щетки стеклоочистителей,щетка стеклоочистителя автоприбор б/к 330 мм,щетка стеклоочистителя автоприбор б/к 330 мм
Салфетка для рук Smart Medical 17x20 см 50 шт,Автотовары,Уход за салоном,Губки и салфетки для салона,салфетка рук smart medical 17x20 см 50 шт,салфетка рук smart medical 17x20 см 50 шт
"Пылесос автомобильный STVOL (120 Вт, 0,5л)",Автотовары,Уход за салоном,Пылесосы автомобильные,пылесос автомобильный stvol (120 вт 05л),пылесос автомобильный stvol (120 вт 05л)
Масло моторное Sintec Platinum 7000 5W-40 A3/B4 SN/CF 4л,Автотовары,Автохимия,Автомобильные моторные масла,масло моторное sintec platinum 7000 5w-40 / sn/cf 4л,масло моторное sintec platinum 7000 5w-40 / sn/cf 4л
Сумка-холодильник /термосумка/ объемом 20 л. (2 слоя утепления),Автотовары,Обустройство гаража,Ящики и органайзеры автомобильные,сумка-холодильник /термосумка/ объемом 20 л (2 слоя утепления),сумка-холодильник /термосумка/ объемом 20 л (2 слоя утепления)
Стеклоомывающая жидкость летняя SINTEC 1 л,Автотовары,Уход за стеклами,Летние стеклоомывающие жидкости,стеклоомывающая жидкость летняя sintec 1 л,стеклоомывающая жидкость летняя sintec 1 л
Трансмиссионное масло PATRIOT G-Motion Gear 80W-85 синтетическое 1 л,Автотовары,Автохимия,Автомобильные трансмиссионные масла,трансмиссионное масло patriot g-motion gear 80w-85 синтетическое 1 л,трансмиссионное масло patriot g-motion gear 80w-85 синтетическое 1 л
Чернитель для шин RUSEFF TYRE POLISH 11365N 500 мл,Автотовары,Уход за шинами и дисками,Чернители шин,чернитель шин ruseff tyre polish 11365n 500 мл,чернитель шин ruseff tyre polish 11365n 500 мл
Средство дезинфицирующее Big D для всех типов поверхностей 150 мл,Автотовары,Уход за салоном,Очистители обивки,средство дезинфицирующее big d всех типов поверхностей 150 мл,средство дезинфицирующее big d всех типов поверхностей 150 мл
Щетка стеклоочистителя каркасная GOODYEAR GY000320 510 мм,Автотовары,Уход за стеклами,Щетки стеклоочистителей,щетка стеклоочистителя каркасная goodyear 510 мм,щетка стеклоочистителя каркасная goodyear 510 мм
Размораживатель замков с силиконом Goodyear GY000707 аэрозоль 75 мл,Автотовары,Уход за кузовом,Размораживатели замков,размораживатель замков с силиконом goodyear аэрозоль 75 мл,размораживатель замков с силиконом goodyear аэрозоль 75 мл
Средство дезинфекции KIDMETICS для детской комнаты 150 мл,Автотовары,Уход за салоном,Очистители обивки,средство дезинфекции kidmetics детской комнаты 150 мл,средство дезинфекции kidmetics детской комнаты 150 мл
"Насос ножной механический STVOL, двойной цилиндр, 600 см3",Автотовары,Обустройство гаража,Компрессоры для автомобиля,насос ножной механический stvol двойной цилиндр 600 см3,насос ножной механический stvol двойной цилиндр 600 см3
Антрифриз красный ROLF G12+ 5 л,Автотовары,Автохимия,Антифризы,антрифриз красный rolf + 5 л,антрифриз красный rolf + 5 л
Моторное масло Rolf GARDEN 2T полусинтетическое 1 л,Автотовары,Автохимия,Автомобильные моторные масла,моторное масло rolf garden 2t полусинтетическое 1 л,моторное масло rolf garden 2t полусинтетическое 1 л
Ароматизатор подвесной FRESHCO Пина-колада 30 г,Автотовары,Уход за салоном,Ароматизаторы салона,ароматизатор подвесной freshco пина-колада 30 г,ароматизатор подвесной freshco пина-колада 30 г
Органайзер Car на сидение автомобиля,Автотовары,Обустройство гаража,Ящики и органайзеры автомобильные,органайзер car на сидение автомобиля,органайзер car на сидение автомобиля
Моторное масло Rolf GT 5W-30 SN/CF синтетическое 4 л,Автотовары,Автохимия,Автомобильные моторные масла,моторное масло rolf gt 5w-30 sn/cf синтетическое 4 л,моторное масло rolf gt 5w-30 sn/cf синтетическое 4 л
Размораживатель стекол и замков Grass Defroster 250 мл,Автотовары,Уход за кузовом,Размораживатели замков,размораживатель стекол и замков grass defroster 250 мл,размораживатель стекол и замков grass defroster 250 мл
Зарядное устройство Rexant 2хUSB micro 5 В 1 А,Автотовары,Уход за салоном,Зарядные устройства от прикуривателя,зарядное устройство rexant 2хusb micro 5 в 1 а,зарядное устройство rexant 2хusb micro 5 в 1 а
Масло моторное синтетическое ZIC X7LS10W-40 4Л,Автотовары,Автохимия,Автомобильные моторные масла,масло моторное синтетическое zic x7ls10w-40 4л,масло моторное синтетическое zic x7ls10w-40 4л
Тормозная жидкость Sintec DOT-4 455 г,Автотовары,Автохимия,Автомобильные тормозные жидкости,тормозная жидкость sintec dot-4 455 г,тормозная жидкость sintec dot-4 455 г
Знак аварийный rexxon стандарт,Автотовары,Автосервис,Автомобильные наборы,знак аварийный rexxon стандарт,знак аварийный rexxon стандарт
Смазка жидкая прозрачная CALDINI 400 мл,Автотовары,Автохимия,Смазки для автомобиля,смазка жидкая прозрачная caldini 400 мл,смазка жидкая прозрачная caldini 400 мл
Масло моторное синтетическое ZIC ATFDEXRON6 1Л,Автотовары,Автохимия,Автомобильные моторные масла,масло моторное синтетическое zic 1л,масло моторное синтетическое zic 1л
Набор по уходу за салоном автомобиля GRASS,Автотовары,Уход за салоном,Очистители приборной панели,по уходу за салоном автомобиля grass,по уходу за салоном автомобиля grass
Органайзер REXXON текстиль черный 300x400x250 мм,Автотовары,Обустройство гаража,Ящики и органайзеры автомобильные,органайзер rexxon текстиль черный 300x400x250 мм,органайзер rexxon текстиль черный 300x400x250 мм
Влажная туалетная бумага Mon Rulon ромашка 100 мм 80 листов,Автотовары,Уход за салоном,Губки и салфетки для салона,влажная туалетная бумага mon rulon ромашка 100 мм 80 листов,влажная туалетная бумага mon rulon ромашка 100 мм 80 листов
Скребок для льда OBI XXl 10х27 см,Автотовары,Уход за стеклами,Щетки и скребки для автомобиля,скребок льда obi xxl 10х27 см,скребок льда obi xxl 10х27 см
Подушка декоративная REXXON EMOJI синтепон 27х27 см желтая,Автотовары,Уход за салоном,Автомобильные аксессуары,подушка декоративная rexxon emoji синтепон 27х27 см желтая,подушка декоративная rexxon emoji синтепон 27х27 см желтая
"Щетка стеклоочистителя Автоприбор б/к, 600 мм",Автотовары,Уход за стеклами,Щетки стеклоочистителей,щетка стеклоочистителя автоприбор б/к 600 мм,щетка стеклоочистителя автоприбор б/к 600 мм
"Ароматизатор жидкий подвесной ""Sunrise""",Автотовары,Уход за салоном,Ароматизаторы салона,ароматизатор жидкий подвесной sunrise,ароматизатор жидкий подвесной sunrise
Моторное масло Shell Helix HX7 10W-40 полусинтетическое 1 л,Автотовары,Автохимия,Автомобильные моторные масла,моторное масло shell helix 10w-40 полусинтетическое 1 л,моторное масло shell helix 10w-40 полусинтетическое 1 л
"Наклейка ""шипы"" Rexant 56-0046 200х200 мм",Автотовары,Уход за салоном,Автомобильные аксессуары,наклейка шипы rexant 56-0046 200х200 мм,наклейка шипы rexant 56-0046 200х200 мм
ТРОС БУКСИРОВОЧНЫЙ GOODYAER авто 7x8x25,Автотовары,Перевозка грузов,Тросы буксировочные,трос буксировочный goodyaer авто 7x8x25,трос буксировочный goodyaer авто 7x8x25
"Салфетки влажные для стекол, зеркал и фар автомобиля SAPFIRE с клапаном 30 шт",Автотовары,Уход за стеклами,Очистители стекол,салфетки влажные стекол зеркал и фар автомобиля sapfire с клапаном 30 шт,салфетки влажные стекол зеркал и фар автомобиля sapfire с клапаном 30 шт
Шампунь для кузова KARCHER RM 619 5 л,Автотовары,Уход за кузовом,Автошампуни,шампунь кузова karcher rm 619 5 л,шампунь кузова karcher rm 619 5 л
Трансмиссионное масло ЛУКОЙЛ ATF полусинтетическое 1 л,Автотовары,Автохимия,Автомобильные трансмиссионные масла,трансмиссионное масло лукойл atf полусинтетическое 1 л,трансмиссионное масло лукойл atf полусинтетическое 1 л
Салфетки для изделий из кожи REXXON 26х11 см 25 шт,Автотовары,Уход за салоном,Губки и салфетки для салона,салфетки изделий из кожи rexxon 26х11 см 25 шт,салфетки изделий из кожи rexxon 26х11 см 25 шт
"Щетка стеклоочистителя Автоприбор б/к, 550 мм",Автотовары,Уход за стеклами,Щетки стеклоочистителей,щетка стеклоочистителя автоприбор б/к 550 мм,щетка стеклоочистителя автоприбор б/к 550 мм
Масло моторное минеральное ЛУКОЙЛ МОТО 2Т 4л,Автотовары,Автохимия,Автомобильные моторные масла,масло моторное минеральное лукойл мото 2т 4л,масло моторное минеральное лукойл мото 2т 4л
Полироль-очиститель пластика Sintec Dr.Active Polyrole Matte парфюм 500мл,Автотовары,Уход за салоном,Очистители приборной панели,полироль-очиститель пластика sintec dractive polyrole matte парфюм 500мл,полироль-очиститель пластика sintec dractive polyrole matte парфюм 500мл
Щетка стеклоочистителя бескаркасная ZEBRA SCHET172 550 мм,Автотовары,Уход за стеклами,Щетки стеклоочистителей,щетка стеклоочистителя бескаркасная zebra 550 мм,щетка стеклоочистителя бескаркасная zebra 550 мм
Масло моторное синтетическое ZIC X9 5W-40 4Л,Автотовары,Автохимия,Автомобильные моторные масла,масло моторное синтетическое zic 5w-40 4л,масло моторное синтетическое zic 5w-40 4л
Пакет бумажный Сафари 18х8х23 см в ассортименте,Новый год,Товары для новогоднего настроения,Упаковка для новогодних подарков,пакет бумажный сафари 18х8х23 см в ассортименте,пакет бумажный сафари 18х8х23 см в ассортименте
Растение Туя западная брабант 882892 С5 H80-100,Новый год,Новогодние ёлки,Новогодние растения,растение туя западная брабант 882892 с5,растение туя западная брабант 882892 с5
